t,Bx,By,Ax,Ay
1.878543E1,-2.675775E-1,1.291513E-2,-2.249712E-1,1.467032E-2
1.881880E1,-2.691264E-1,1.182623E-2,-2.264911E-1,1.318355E-2
1.885217E1,-2.708003E-1,1.048200E-2,-2.281122E-1,1.160971E-2
1.888553E1,-2.723320E-1,9.112801E-3,-2.296865E-1,9.970499E-3
1.891890E1,-2.740360E-1,7.959321E-3,-2.311364E-1,8.533009E-3
1.895227E1,-2.755555E-1,6.584178E-3,-2.327572E-1,6.833465E-3
1.898563E1,-2.772098E-1,5.216287E-3,-2.342412E-1,5.233846E-3
1.901900E1,-2.786846E-1,4.099436E-3,-2.357801E-1,3.617796E-3
1.905237E1,-2.802424E-1,2.633276E-3,-2.373730E-1,2.046270E-3
1.908573E1,-2.817324E-1,1.206476E-3,-2.390288E-1,4.832526E-4
1.911910E1,-2.833645E-1,-1.303023E-4,-2.405232E-1,-1.190001E-3
1.915247E1,-2.849219E-1,-1.619214E-3,-2.421869E-1,-2.868793E-3
1.918583E1,-2.864486E-1,-2.816536E-3,-2.436372E-1,-4.508373E-3
1.921920E1,-2.880757E-1,-4.250033E-3,-2.451745E-1,-6.259822E-3
1.925257E1,-2.896527E-1,-5.650573E-3,-2.468623E-1,-7.856489E-3
1.928593E1,-2.911739E-1,-6.982044E-3,-2.482450E-1,-9.544131E-3
1.931930E1,-2.928001E-1,-8.421585E-3,-2.499718E-1,-1.122840E-2
1.935267E1,-2.943552E-1,-9.891326E-3,-2.513939E-1,-1.289080E-2
1.938603E1,-2.959320E-1,-1.128376E-2,-2.530380E-1,-1.470627E-2
1.941940E1,-2.973450E-1,-1.266562E-2,-2.545783E-1,-1.643943E-2
1.945277E1,-2.989915E-1,-1.421067E-2,-2.561901E-1,-1.819128E-2
1.948613E1,-3.004723E-1,-1.566858E-2,-2.577682E-1,-1.992292E-2
1.951950E1,-3.020968E-1,-1.708228E-2,-2.593899E-1,-2.161617E-2
1.955287E1,-3.034681E-1,-1.858137E-2,-2.609314E-1,-2.339077E-2
1.958623E1,-3.051024E-1,-2.008450E-2,-2.625653E-1,-2.528406E-2
1.961960E1,-3.066476E-1,-2.168459E-2,-2.640146E-1,-2.699085E-2
1.965297E1,-3.081867E-1,-2.315439E-2,-2.657478E-1,-2.871362E-2
1.968633E1,-3.098376E-1,-2.453942E-2,-2.671652E-1,-3.050614E-2
1.971970E1,-3.113865E-1,-2.622905E-2,-2.687440E-1,-3.236409E-2
1.975307E1,-3.128621E-1,-2.759997E-2,-2.702065E-1,-3.433012E-2
1.978643E1,-3.144571E-1,-2.923458E-2,-2.718961E-1,-3.618981E-2
1.981980E1,-3.157657E-1,-3.078616E-2,-2.734198E-1,-3.792364E-2
1.985317E1,-3.174514E-1,-3.242580E-2,-2.750179E-1,-3.978393E-2
1.988653E1,-3.188044E-1,-3.401925E-2,-2.765615E-1,-4.163279E-2
1.991990E1,-3.205461E-1,-3.563243E-2,-2.781162E-1,-4.357048E-2
1.995327E1,-3.218497E-1,-3.715621E-2,-2.797445E-1,-4.543154E-2
1.998663E1,-3.233814E-1,-3.880449E-2,-2.812972E-1,-4.736702E-2
2.002000E1,-3.249566E-1,-4.055586E-2,-2.828488E-1,-4.924021E-2
2.005337E1,-3.265823E-1,-4.209230E-2,-2.844992E-1,-5.123543E-2
2.008673E1,-3.280222E-1,-4.372165E-2,-2.860810E-1,-5.312693E-2
2.012010E1,-3.295068E-1,-4.535170E-2,-2.876435E-1,-5.496457E-2
2.015347E1,-3.310810E-1,-4.703801E-2,-2.892035E-1,-5.698699E-2
