force,angle
0.2894,0.7698
0.2886,0.7478
0.2879,0.7698
0.2873,0.7698
0.2862,0.7258
0.2860,0.7478
0.2859,0.7478
0.2850,0.7478
0.2829,0.7918
0.2846,0.7478
0.2847,0.7698
0.2826,0.7698
0.2817,0.7258
0.2827,0.7698
0.2832,0.8137
0.2827,0.7698
0.2818,0.7039
0.2815,0.7039
0.2806,0.7039
0.2796,0.7918
0.2795,0.7918
0.2784,0.6160
0.2788,0.7258
0.2783,0.7039
0.2780,0.7039
0.2774,0.7039
0.2767,0.7478
0.2765,0.7258
0.2759,0.7258
0.2758,0.7039
0.2758,0.7258
0.2737,0.7478
0.2737,0.7258
0.2732,0.7478
0.2748,0.7258
0.2738,0.7258
0.2728,0.6819
0.2722,0.6819
0.2720,0.6819
0.2724,0.7258
0.2729,0.7478
0.2726,0.7478
0.2722,0.8796
0.2713,0.7698
0.2710,0.7918
0.2704,0.6599
0.2694,0.6599
0.2700,0.7258
0.2696,0.6599
0.2687,0.6819
0.2694,0.6819
0.2689,0.7698
0.2669,0.8357
0.2548,1.3850
0.2202,1.8245
0.1591,2.2639
0.0694,2.6594
-0.0315,3.2087
-0.1928,3.4065
-0.4139,3.7800
-0.5686,3.9338
-0.7219,4.2195
-0.8894,4.5271
-1.1005,4.8347
-1.4080,5.2962
-1.8717,5.7136
-2.3917,6.0652
-2.9434,6.3948
-3.5262,6.9441
-4.1990,7.3616
-4.9110,7.9548
-5.5304,8.3284
-5.9332,8.4163
-6.2164,8.4382
-6.4711,8.2625
-6.6228,8.2405
-6.9339,8.2405
-7.2652,8.3284
-7.4723,8.1746
-7.5531,8.2844
-7.5395,8.3064
-7.6354,8.5701
-7.6332,8.7898
-7.5840,8.8118
-7.6851,8.8557
-7.8708,8.9216
-8.1167,9.3171
-8.3323,9.2293
-8.5759,9.3611
-8.7362,9.2952
-8.7703,9.3391
-8.6337,9.2952
-8.5808,9.3391
-8.5694,9.3171
-8.5986,9.3611
-8.5642,9.3391
-8.4994,9.3831
-8.5190,9.3611
-8.5298,9.4710
-8.5482,9.4710
-8.6851,9.6028
-8.8392,9.8665
-9.0585,9.8884
-9.3202,9.9763
-9.3935,9.8884
-9.4144,9.8884
-9.5043,10.2180
-9.6636,10.1521
-9.8342,10.1741
-9.7863,10.4158
-9.8966,10.6355
-10.2319,10.8772
-10.5546,11.0750
-10.8740,11.3167
-11.1805,11.4705
-11.3927,11.6462
-11.6048,11.8660
-11.8146,12.1077
-11.9866,12.2835
-12.2529,12.4153
-12.4493,12.4812
-12.5626,12.7669
-12.7148,13.0745
-12.9988,13.5359
-13.3222,13.6458
-13.5835,13.9314
-13.7354,14.1072
-13.9979,14.4148
-14.2753,14.8982
-14.5867,15.4036
-15.0411,15.6233
-15.3924,15.7771
-15.5479,16.0188
-15.6380,16.1506
-15.7978,16.2605
-15.8901,16.4583
-15.9874,16.6340
-16.1130,16.8318
-16.2855,16.8538
-16.3949,17.1614
-16.4444,17.4910
-16.6417,17.5789
-16.8820,17.9524
-17.0627,18.1941
-17.2959,18.3259
-17.4503,18.7214
-17.6217,18.8533
-17.8292,19.0730
-17.9776,19.2927
-18.0858,19.5564
-18.2398,19.9080
-18.4301,20.0178
-18.5676,19.9739
-18.6639,20.0618
-18.6946,20.2815
-18.7336,20.3694
-18.8067,20.6111
-18.8910,20.5891
-18.9700,20.8748
-19.0182,21.3362
-19.2864,21.5999
-19.4936,21.7097
-19.6524,21.5999
-19.7104,21.7317
-19.7438,22.0393
-19.8436,22.3030
-20.0169,22.6985
-20.1877,22.8084
-20.4017,23.1160
-20.5382,23.2918
-20.6703,23.5335
-20.8502,23.7312
-21.0752,24.0388
-21.2486,24.3464
-21.4577,24.7200
-21.6820,24.9837
-21.8546,25.1594
-21.9660,25.3352
-22.0291,25.4890
-22.1338,25.5989
-22.2105,25.9065
-22.3069,25.8845
-22.4023,26.2141
-22.5099,26.2361
-22.6468,26.4998
-22.6969,26.7195
-22.8371,26.8294
-22.9351,27.0930
-23.0229,27.2249
-23.1687,27.4006
-23.2929,27.6204
-23.4291,27.6423
-23.4503,27.7962
-23.3734,28.1257
-23.5645,28.2136
-23.6840,28.2356
-23.6993,28.2356
-23.6845,28.3015
-23.7264,28.3455
-23.7794,28.4993
-23.8348,28.8728
-23.9313,28.9827
-24.1116,29.1365
-24.1172,29.4221
-24.1408,29.4221
-24.2432,29.4002
-24.2868,29.5979
-24.3929,29.7297
-24.5718,29.7957
-24.5710,29.8836
-24.5416,29.9275
-24.5727,29.9275
-24.4362,29.9714
-24.3443,29.8176
-24.2813,30.0154
-24.2470,30.0374
-24.5555,30.1912
-24.7387,30.3889
-24.8252,30.4548
-25.0372,31.0042
-25.2527,31.0701
-25.2555,31.0481
-25.2280,31.1140
-25.2777,31.2019
-25.2741,31.2239
-25.3320,31.3337
-25.3880,31.3997
-25.3664,31.3777
-25.4107,31.7073
-25.6043,31.7293
-25.5867,31.9929
-25.6715,31.9050
-25.8496,32.2786
-25.8457,32.3005
-25.9194,32.2346
-25.9538,32.2786
-25.9601,32.8059
-26.2236,32.7180
-26.3896,32.9378
-26.3904,32.8938
-26.3216,32.9597
-26.1990,33.0696
-26.3006,33.0256
