micros,encoder
2191192.00,	 1.0000000000
2194600.00,	 3.0000000000
2198000.00,	 3.0000000000
2201404.00,	 1.0000000000
2204812.00,	 1.0000000000
2208208.00,	 4.0000000000
2211612.00,	 1.0000000000
2215020.00,	 4.0000000000
2218416.00,	 1.0000000000
2221820.00,	 3.0000000000
2225228.00,	 1.0000000000
2228620.00,	 3.0000000000
2232028.00,	 4.0000000000
2235436.00,	 3.0000000000
2238832.00,	 5.0000000000
2242228.00,	 1.0000000000
2245640.00,	 2.0000000000
2249036.00,	 1.0000000000
2252432.00,	 2.0000000000
2255832.00,	 0.0000000000
2259264.00,	 3.0000000000
2262660.00,	 0.0000000000
2266096.00,	 4.0000000000
2269496.00,	 3.0000000000
2272892.00,	 2.0000000000
2276296.00,	 3.0000000000
2279696.00,	 3.0000000000
2283092.00,	 1.0000000000
2286500.00,	 4.0000000000
2289900.00,	 1.0000000000
2293296.00,	 3.0000000000
2296700.00,	 4.0000000000
2300108.00,	 2.0000000000
2303504.00,	 2.0000000000
2306908.00,	 3.0000000000
2310316.00,	 2.0000000000
2313716.00,	 2.0000000000
2317124.00,	 1.0000000000
2320532.00,	 4.0000000000
2323924.00,	 1.0000000000
2327328.00,	 3.0000000000
2330732.00,	 1.0000000000
2334128.00,	 2.0000000000
2337528.00,	 1.0000000000
2340940.00,	 4.0000000000
2344336.00,	 1.0000000000
2347740.00,	 16383.0000000000
2351308.00,	 3.0000000000
2354704.00,	 2.0000000000
2358112.00,	 0.0000000000
2361552.00,	 3.0000000000
2364948.00,	 3.0000000000
2368352.00,	 1.0000000000
2371756.00,	 1.0000000000
2375156.00,	 3.0000000000
2378560.00,	 4.0000000000
2381964.00,	 1.0000000000
2385360.00,	 2.0000000000
2388764.00,	 1.0000000000
2392172.00,	 0.0000000000
2395596.00,	 2.0000000000
2398996.00,	 3.0000000000
2402408.00,	 3.0000000000
2405800.00,	 4.0000000000
2409208.00,	 16383.0000000000
2412776.00,	 2.0000000000
2416168.00,	 0.0000000000
2419604.00,	 2.0000000000
2423004.00,	 1.0000000000
2426400.00,	 3.0000000000
2429804.00,	 3.0000000000
2433212.00,	 3.0000000000
2436612.00,	 1.0000000000
2440016.00,	 1.0000000000
2443424.00,	 0.0000000000
2446852.00,	 0.0000000000
2450288.00,	 4.0000000000
2453696.00,	 2.0000000000
2457096.00,	 3.0000000000
2460500.00,	 3.0000000000
2463904.00,	 2.0000000000
2467300.00,	 2.0000000000
2470700.00,	 4.0000000000
2474108.00,	 3.0000000000
2477504.00,	 4.0000000000
2480908.00,	 3.0000000000
2484316.00,	 2.0000000000
2487712.00,	 4.0000000000
2491116.00,	 1.0000000000
2494524.00,	 3.0000000000
2497916.00,	 0.0000000000
2501348.00,	 3.0000000000
2504756.00,	 3.0000000000
2508152.00,	 4.0000000000
2511544.00,	 5.0000000000
2514956.00,	 3.0000000000
2518348.00,	 3.0000000000
2521748.00,	 4.0000000000
2525148.00,	 1.0000000000
2528548.00,	 4.0000000000
2531940.00,	 2.0000000000
2535344.00,	 1.0000000000
2538748.00,	 1.0000000000
2542144.00,	 3.0000000000
2545548.00,	 1.0000000000
2548956.00,	 3.0000000000
2552352.00,	 3.0000000000
2555756.00,	 3.0000000000
2559164.00,	 3.0000000000
2562564.00,	 1.0000000000
2565968.00,	 4.0000000000
2569372.00,	 3.0000000000
2572764.00,	 2.0000000000
2576168.00,	 3.0000000000
2579572.00,	 4.0000000000
2582968.00,	 2.0000000000
2586372.00,	 3.0000000000
2589772.00,	 3.0000000000
2593168.00,	 2.0000000000
2596576.00,	 3.0000000000
2599984.00,	 3.0000000000
2603380.00,	 1.0000000000
2606776.00,	 4.0000000000
2610188.00,	 3.0000000000
2613584.00,	 3.0000000000
2616976.00,	 1.0000000000
2620376.00,	 0.0000000000
2623808.00,	 3.0000000000
2627200.00,	 4.0000000000
2630600.00,	 4.0000000000
2634000.00,	 4.0000000000
2637392.00,	 1.0000000000
2640796.00,	 3.0000000000
2644196.00,	 3.0000000000
2647588.00,	 2.0000000000
2650992.00,	 2.0000000000
2654396.00,	 3.0000000000
2657796.00,	 3.0000000000
2661200.00,	 4.0000000000
2664604.00,	 3.0000000000
2667996.00,	 2.0000000000
2671396.00,	 4.0000000000
2674804.00,	 5.0000000000
2678196.00,	 4.0000000000
2681600.00,	 5.0000000000
2685004.00,	 3.0000000000
2688400.00,	 3.0000000000
2691804.00,	 1.0000000000
2695212.00,	 4.0000000000
2698604.00,	 4.0000000000
2702000.00,	 4.0000000000
2705404.00,	 3.0000000000
2708804.00,	 3.0000000000
2712196.00,	 4.0000000000
2715600.00,	 0.0000000000
2719032.00,	 1.0000000000
2722428.00,	 5.0000000000
2725832.00,	 4.0000000000
2729232.00,	 3.0000000000
2732624.00,	 3.0000000000
2736028.00,	 3.0000000000
2739428.00,	 3.0000000000
2742824.00,	 3.0000000000
2746228.00,	 4.0000000000
2749636.00,	 7.0000000000
2753028.00,	 3.0000000000
2756432.00,	 4.0000000000
2759836.00,	 5.0000000000
2763228.00,	 3.0000000000
2766628.00,	 5.0000000000
2770036.00,	 2.0000000000
2773432.00,	 4.0000000000
2776836.00,	 1.0000000000
2780244.00,	 4.0000000000
2783636.00,	 4.0000000000
2787040.00,	 2.0000000000
2790448.00,	 4.0000000000
2793840.00,	 5.0000000000
2797232.00,	 4.0000000000
2800636.00,	 4.0000000000
2804036.00,	 6.0000000000
2807428.00,	 5.0000000000
2810828.00,	 6.0000000000
2814228.00,	 4.0000000000
2817620.00,	 5.0000000000
2821020.00,	 4.0000000000
2824420.00,	 5.0000000000
2827812.00,	 3.0000000000
2831216.00,	 4.0000000000
2834624.00,	 4.0000000000
2838020.00,	 5.0000000000
2841424.00,	 3.0000000000
2844832.00,	 2.0000000000
2848224.00,	 4.0000000000
2851624.00,	 3.0000000000
2855032.00,	 4.0000000000
2858424.00,	 6.0000000000
2861828.00,	 7.0000000000
2865236.00,	 6.0000000000
2868632.00,	 5.0000000000
2872036.00,	 6.0000000000
2875444.00,	 5.0000000000
