micros,encoder
1237732.00,	 16383.0000000000
1241300.00,	 2.0000000000
1244692.00,	 1.0000000000
1248096.00,	 0.0000000000
1251532.00,	 16383.0000000000
1255088.00,	 16383.0000000000
1258656.00,	 1.0000000000
1262052.00,	 1.0000000000
1265452.00,	 16383.0000000000
1269020.00,	 16382.0000000000
1272576.00,	 2.0000000000
1275984.00,	 1.0000000000
1279384.00,	 2.0000000000
1282788.00,	 16382.0000000000
1286356.00,	 1.0000000000
1289752.00,	 2.0000000000
1293156.00,	 0.0000000000
1296592.00,	 1.0000000000
1299988.00,	 0.0000000000
1303424.00,	 2.0000000000
1306832.00,	 2.0000000000
1310228.00,	 1.0000000000
1313636.00,	 1.0000000000
1317044.00,	 0.0000000000
1320472.00,	 1.0000000000
1323876.00,	 1.0000000000
1327280.00,	 0.0000000000
1330712.00,	 16383.0000000000
1334288.00,	 1.0000000000
1337684.00,	 3.0000000000
1341076.00,	 1.0000000000
1344476.00,	 16383.0000000000
1348040.00,	 0.0000000000
1351476.00,	 3.0000000000
1354884.00,	 0.0000000000
1358308.00,	 2.0000000000
1361712.00,	 0.0000000000
1365148.00,	 1.0000000000
1368544.00,	 1.0000000000
1371948.00,	 2.0000000000
1375356.00,	 16382.0000000000
1378916.00,	 1.0000000000
1382320.00,	 16381.0000000000
1385884.00,	 1.0000000000
1389292.00,	 2.0000000000
1392700.00,	 16383.0000000000
1396256.00,	 16383.0000000000
1399828.00,	 16383.0000000000
1403384.00,	 0.0000000000
1406816.00,	 16383.0000000000
1410388.00,	 16383.0000000000
1413948.00,	 2.0000000000
1417352.00,	 0.0000000000
1420776.00,	 2.0000000000
1424180.00,	 0.0000000000
1427616.00,	 1.0000000000
1431012.00,	 2.0000000000
1434416.00,	 0.0000000000
1437852.00,	 0.0000000000
1441276.00,	 0.0000000000
1444712.00,	 0.0000000000
1448148.00,	 1.0000000000
1451540.00,	 0.0000000000
1454976.00,	 1.0000000000
1458384.00,	 1.0000000000
1461780.00,	 16383.0000000000
1465356.00,	 0.0000000000
1468780.00,	 3.0000000000
1472176.00,	 0.0000000000
1475612.00,	 2.0000000000
1479004.00,	 1.0000000000
1482400.00,	 0.0000000000
1485836.00,	 0.0000000000
1489260.00,	 2.0000000000
1492652.00,	 16383.0000000000
1496220.00,	 16383.0000000000
1499776.00,	 0.0000000000
1503216.00,	 16383.0000000000
1506780.00,	 0.0000000000
1510216.00,	 2.0000000000
1513624.00,	 16383.0000000000
1517180.00,	 0.0000000000
1520612.00,	 16383.0000000000
1524176.00,	 0.0000000000
1527608.00,	 0.0000000000
1531048.00,	 0.0000000000
1534484.00,	 0.0000000000
1537920.00,	 0.0000000000
1541356.00,	 0.0000000000
1544780.00,	 1.0000000000
1548184.00,	 2.0000000000
1551584.00,	 0.0000000000
1555008.00,	 1.0000000000
1558412.00,	 1.0000000000
1561820.00,	 0.0000000000
1565244.00,	 2.0000000000
1568648.00,	 0.0000000000
1572088.00,	 0.0000000000
1575512.00,	 0.0000000000
1578948.00,	 16383.0000000000
1582508.00,	 3.0000000000
1585912.00,	 0.0000000000
1589352.00,	 1.0000000000
1592748.00,	 2.0000000000
1596152.00,	 0.0000000000
1599592.00,	 16382.0000000000
1603148.00,	 16383.0000000000
1606720.00,	 16383.0000000000
1610272.00,	 16383.0000000000
1613844.00,	 0.0000000000
1617272.00,	 0.0000000000
1620696.00,	 0.0000000000
1624136.00,	 2.0000000000
1627532.00,	 2.0000000000
1630936.00,	 2.0000000000
1634344.00,	 16383.0000000000
1637904.00,	 1.0000000000
1641308.00,	 16383.0000000000
1644876.00,	 1.0000000000
1648272.00,	 1.0000000000
1651672.00,	 16383.0000000000
1655228.00,	 1.0000000000
1658636.00,	 1.0000000000
1662044.00,	 0.0000000000
1665472.00,	 16383.0000000000
1669040.00,	 0.0000000000
1672472.00,	 2.0000000000
1675864.00,	 1.0000000000
1679268.00,	 0.0000000000
1682700.00,	 16383.0000000000
1686256.00,	 0.0000000000
1689692.00,	 0.0000000000
1693116.00,	 1.0000000000
1696520.00,	 1.0000000000
1699924.00,	 0.0000000000
1703348.00,	 16383.0000000000
1706916.00,	 2.0000000000
1710316.00,	 16383.0000000000
1713872.00,	 0.0000000000
1717312.00,	 3.0000000000
1720704.00,	 0.0000000000
1724136.00,	 1.0000000000
1727544.00,	 1.0000000000
1730940.00,	 1.0000000000
1734344.00,	 0.0000000000
1737784.00,	 16383.0000000000
1741344.00,	 3.0000000000
1744744.00,	 2.0000000000
1748152.00,	 0.0000000000
1751580.00,	 1.0000000000
1754984.00,	 0.0000000000
1758424.00,	 2.0000000000
1761820.00,	 1.0000000000
1765220.00,	 2.0000000000
1768628.00,	 0.0000000000
1772056.00,	 16383.0000000000
1775628.00,	 2.0000000000
1779024.00,	 1.0000000000
1782420.00,	 1.0000000000
1785820.00,	 3.0000000000
1789216.00,	 2.0000000000
1792616.00,	 2.0000000000
1796016.00,	 0.0000000000
1799444.00,	 2.0000000000
1802840.00,	 0.0000000000
1806276.00,	 0.0000000000
1809708.00,	 16382.0000000000
1813268.00,	 3.0000000000
1816676.00,	 1.0000000000
1820072.00,	 0.0000000000
1823504.00,	 0.0000000000
1826940.00,	 1.0000000000
1830336.00,	 2.0000000000
1833740.00,	 1.0000000000
1837148.00,	 1.0000000000
1840544.00,	 1.0000000000
1843952.00,	 0.0000000000
1847388.00,	 3.0000000000
1850784.00,	 2.0000000000
1854188.00,	 16383.0000000000
1857756.00,	 0.0000000000
1861180.00,	 1.0000000000
1864580.00,	 2.0000000000
1867988.00,	 2.0000000000
1871384.00,	 1.0000000000
1874792.00,	 16383.0000000000
1878360.00,	 1.0000000000
1881756.00,	 2.0000000000
1885156.00,	 0.0000000000
1888584.00,	 1.0000000000
1891980.00,	 3.0000000000
1895380.00,	 0.0000000000
1898812.00,	 0.0000000000
1902236.00,	 1.0000000000
1905640.00,	 16383.0000000000
1909204.00,	 0.0000000000
1912640.00,	 2.0000000000
1916048.00,	 2.0000000000
1919444.00,	 0.0000000000
1922880.00,	 1.0000000000
1926288.00,	 0.0000000000
1929712.00,	 16383.0000000000
1933280.00,	 16383.0000000000
1936844.00,	 16383.0000000000
1940412.00,	 16382.0000000000
1943972.00,	 16383.0000000000
1947544.00,	 0.0000000000
1950976.00,	 16383.0000000000
1954536.00,	 0.0000000000
1957976.00,	 1.0000000000
1961372.00,	 2.0000000000
1964776.00,	 1.0000000000
1968184.00,	 0.0000000000
1971608.00,	 1.0000000000
1975016.00,	 0.0000000000
1978452.00,	 0.0000000000
1981876.00,	 0.0000000000
1985312.00,	 1.0000000000
1988720.00,	 1.0000000000
1992116.00,	 1.0000000000
1995524.00,	 16383.0000000000
1999096.00,	 0.0000000000
2002524.00,	 3.0000000000
2005928.00,	 0.0000000000
2009360.00,	 16383.0000000000
2012916.00,	 16383.0000000000
2016480.00,	 1.0000000000
2019876.00,	 0.0000000000
2023308.00,	 1.0000000000
2026716.00,	 1.0000000000
2030116.00,	 0.0000000000
2033552.00,	 1.0000000000
2036956.00,	 0.0000000000
2040384.00,	 1.0000000000
2043784.00,	 2.0000000000
2047192.00,	 0.0000000000
2050620.00,	 2.0000000000
2054020.00,	 1.0000000000
2057428.00,	 2.0000000000
2060820.00,	 16383.0000000000
2064396.00,	 0.0000000000
2067820.00,	 16382.0000000000
2071376.00,	 3.0000000000
2074780.00,	 0.0000000000
2078204.00,	 2.0000000000
2081608.00,	 16383.0000000000
2085172.00,	 0.0000000000
2088600.00,	 2.0000000000
2092000.00,	 2.0000000000
2095400.00,	 16382.0000000000
2098956.00,	 1.0000000000
2102368.00,	 2.0000000000
2105764.00,	 2.0000000000
2109164.00,	 2.0000000000
2112572.00,	 16383.0000000000
2116128.00,	 2.0000000000
2119528.00,	 1.0000000000
2122940.00,	 1.0000000000
2126340.00,	 2.0000000000
2129744.00,	 16383.0000000000
2133316.00,	 1.0000000000
2136712.00,	 1.0000000000
2140112.00,	 2.0000000000
2143508.00,	 2.0000000000
2146904.00,	 1.0000000000
2150308.00,	 0.0000000000
2153740.00,	 0.0000000000
2157160.00,	 4.0000000000
2160564.00,	 1.0000000000
2163964.00,	 0.0000000000
2167388.00,	 2.0000000000
2170792.00,	 0.0000000000
2174224.00,	 0.0000000000
2177648.00,	 2.0000000000
2181052.00,	 1.0000000000
2184456.00,	 2.0000000000
2187852.00,	 16383.0000000000
2191424.00,	 0.0000000000
2194848.00,	 2.0000000000
2198256.00,	 1.0000000000
2201664.00,	 0.0000000000
2205088.00,	 4.0000000000
2208492.00,	 1.0000000000
2211900.00,	 1.0000000000
2215292.00,	 0.0000000000
2218716.00,	 16383.0000000000
2222288.00,	 1.0000000000
2225684.00,	 0.0000000000
2229116.00,	 0.0000000000
2232552.00,	 16383.0000000000
2236112.00,	 16382.0000000000
2239684.00,	 16383.0000000000
2243244.00,	 2.0000000000
2246648.00,	 0.0000000000
2250080.00,	 16383.0000000000
2253632.00,	 2.0000000000
2257040.00,	 0.0000000000
2260464.00,	 16383.0000000000
2264032.00,	 2.0000000000
2267432.00,	 2.0000000000
2270828.00,	 1.0000000000
2274232.00,	 0.0000000000
2277664.00,	 16383.0000000000
2281224.00,	 0.0000000000
2284660.00,	 0.0000000000
2288084.00,	 16383.0000000000
2291652.00,	 2.0000000000
2295052.00,	 0.0000000000
2298472.00,	 0.0000000000
2301908.00,	 3.0000000000
2305304.00,	 0.0000000000
2308732.00,	 0.0000000000
2312168.00,	 0.0000000000
2315596.00,	 16383.0000000000
2319152.00,	 1.0000000000
2322560.00,	 1.0000000000
2325956.00,	 16382.0000000000
2329524.00,	 16383.0000000000
2333088.00,	 0.0000000000
2336516.00,	 1.0000000000
2339924.00,	 4.0000000000
2343316.00,	 0.0000000000
2346752.00,	 1.0000000000
2350160.00,	 16383.0000000000
2353720.00,	 2.0000000000
2357120.00,	 4.0000000000
2360524.00,	 1.0000000000
2363920.00,	 0.0000000000
2367352.00,	 1.0000000000
2370764.00,	 16383.0000000000
2374324.00,	 1.0000000000
2377736.00,	 3.0000000000
2381132.00,	 0.0000000000
2384556.00,	 1.0000000000
2387964.00,	 1.0000000000
2391364.00,	 16382.0000000000
2394924.00,	 16381.0000000000
2398492.00,	 16383.0000000000
2402048.00,	 1.0000000000
2405452.00,	 0.0000000000
2408876.00,	 16383.0000000000
2412444.00,	 16383.0000000000
2416008.00,	 0.0000000000
2419436.00,	 0.0000000000
2422872.00,	 0.0000000000
2426296.00,	 3.0000000000
2429700.00,	 1.0000000000
2433108.00,	 0.0000000000
2436536.00,	 1.0000000000
2439944.00,	 16381.0000000000
2443512.00,	 3.0000000000
2446908.00,	 0.0000000000
2450344.00,	 1.0000000000
2453744.00,	 0.0000000000
2457172.00,	 16383.0000000000
2460748.00,	 0.0000000000
2464172.00,	 0.0000000000
2467608.00,	 2.0000000000
2471016.00,	 16383.0000000000
2474576.00,	 1.0000000000
2477980.00,	 1.0000000000
2481380.00,	 0.0000000000
2484804.00,	 2.0000000000
2488208.00,	 2.0000000000
2491608.00,	 1.0000000000
2495004.00,	 16381.0000000000
2498576.00,	 1.0000000000
2501972.00,	 1.0000000000
2505368.00,	 0.0000000000
2508812.00,	 0.0000000000
2512236.00,	 2.0000000000
2515632.00,	 4.0000000000
2519048.00,	 1.0000000000
2522440.00,	 1.0000000000
2525836.00,	 0.0000000000
2529272.00,	 1.0000000000
2532672.00,	 3.0000000000
2536068.00,	 0.0000000000
2539504.00,	 0.0000000000
2542940.00,	 2.0000000000
2546336.00,	 2.0000000000
2549736.00,	 0.0000000000
2553168.00,	 2.0000000000
2556564.00,	 1.0000000000
2559964.00,	 1.0000000000
2563368.00,	 0.0000000000
2566792.00,	 0.0000000000
2570228.00,	 2.0000000000
2573632.00,	 4.0000000000
2577024.00,	 16383.0000000000
2580592.00,	 0.0000000000
2584020.00,	 0.0000000000
2587456.00,	 1.0000000000
