t,Ax,Ay,Bx,By
0.000000E0,4.264432E-1,-1.949405E-1,4.522578E-1,-2.234841E-1
3.336667E-2,4.264417E-1,-1.949462E-1,4.522504E-1,-2.234633E-1
6.673333E-2,4.264389E-1,-1.949427E-1,4.522490E-1,-2.234541E-1
1.001000E-1,4.264290E-1,-1.949270E-1,4.522643E-1,-2.234578E-1
1.334667E-1,4.264267E-1,-1.949623E-1,4.522651E-1,-2.234577E-1
1.668333E-1,4.264274E-1,-1.949390E-1,4.522564E-1,-2.234622E-1
2.002000E-1,4.264304E-1,-1.949488E-1,4.522452E-1,-2.234626E-1
2.335667E-1,4.264131E-1,-1.949389E-1,4.522301E-1,-2.234631E-1
2.669333E-1,4.264062E-1,-1.949427E-1,4.522329E-1,-2.234462E-1
3.003000E-1,4.263987E-1,-1.949595E-1,4.522122E-1,-2.234747E-1
3.336667E-1,4.263917E-1,-1.949474E-1,4.521899E-1,-2.234606E-1
3.670333E-1,4.263700E-1,-1.949131E-1,4.521805E-1,-2.234390E-1
4.004000E-1,4.263686E-1,-1.949148E-1,4.521721E-1,-2.234352E-1
4.337667E-1,4.263549E-1,-1.949245E-1,4.521557E-1,-2.234305E-1
4.671333E-1,4.263645E-1,-1.949211E-1,4.521726E-1,-2.234115E-1
5.005000E-1,4.263668E-1,-1.949226E-1,4.521750E-1,-2.234222E-1
5.338667E-1,4.263761E-1,-1.949387E-1,4.521952E-1,-2.234493E-1
5.672333E-1,4.263935E-1,-1.949286E-1,4.522000E-1,-2.234405E-1
6.006000E-1,4.264221E-1,-1.949147E-1,4.522268E-1,-2.234441E-1
6.339667E-1,4.264189E-1,-1.949247E-1,4.522352E-1,-2.234321E-1
6.673333E-1,4.264241E-1,-1.949229E-1,4.522344E-1,-2.234322E-1
7.007000E-1,4.264168E-1,-1.949130E-1,4.522400E-1,-2.234274E-1
7.340667E-1,4.264423E-1,-1.948974E-1,4.522507E-1,-2.234059E-1
7.674333E-1,4.264493E-1,-1.949002E-1,4.522531E-1,-2.233894E-1
8.008000E-1,4.264527E-1,-1.948791E-1,4.522531E-1,-2.234019E-1
8.341667E-1,4.264494E-1,-1.948988E-1,4.523102E-1,-2.234001E-1
8.675333E-1,4.264800E-1,-1.948997E-1,4.523149E-1,-2.234046E-1
9.009000E-1,4.264861E-1,-1.948999E-1,4.523372E-1,-2.234072E-1
9.342667E-1,4.265013E-1,-1.948667E-1,4.523337E-1,-2.233564E-1
9.676333E-1,4.264847E-1,-1.948710E-1,4.523333E-1,-2.233721E-1
1.001000E0,4.264902E-1,-1.948362E-1,4.523043E-1,-2.233062E-1
1.034367E0,4.264962E-1,-1.948236E-1,4.523047E-1,-2.232996E-1
1.067733E0,4.265484E-1,-1.947802E-1,4.523031E-1,-2.232899E-1
1.101100E0,4.266165E-1,-1.945823E-1,4.523200E-1,-2.232547E-1
1.134467E0,4.267393E-1,-1.943350E-1,4.523436E-1,-2.230534E-1
1.167833E0,4.268330E-1,-1.942316E-1,4.523495E-1,-2.229442E-1
1.201200E0,4.270931E-1,-1.939540E-1,4.523831E-1,-2.227950E-1
1.234567E0,4.272948E-1,-1.935578E-1,4.524394E-1,-2.224526E-1
1.267933E0,4.274915E-1,-1.931957E-1,4.524759E-1,-2.222141E-1
1.301300E0,4.276622E-1,-1.928103E-1,4.525765E-1,-2.219703E-1
1.334667E0,4.279554E-1,-1.923680E-1,4.527048E-1,-2.215267E-1
1.368033E0,4.282241E-1,-1.918475E-1,4.528272E-1,-2.212143E-1
1.401400E0,4.285326E-1,-1.913693E-1,4.528925E-1,-2.208173E-1
1.434767E0,4.288567E-1,-1.909240E-1,4.529932E-1,-2.205197E-1
1.468133E0,4.291102E-1,-1.904331E-1,4.531916E-1,-2.200766E-1
1.501500E0,4.294158E-1,-1.898717E-1,4.532891E-1,-2.197489E-1
1.534867E0,4.297524E-1,-1.893014E-1,4.534280E-1,-2.192511E-1
1.568233E0,4.300908E-1,-1.888625E-1,4.536068E-1,-2.189894E-1
1.601600E0,4.304015E-1,-1.883209E-1,4.537301E-1,-2.185008E-1
1.634967E0,4.307125E-1,-1.877514E-1,4.538198E-1,-2.181448E-1
1.668333E0,4.310361E-1,-1.872721E-1,4.539734E-1,-2.176752E-1
1.701700E0,4.313781E-1,-1.867219E-1,4.541072E-1,-2.173173E-1
1.735067E0,4.317371E-1,-1.862177E-1,4.542086E-1,-2.168706E-1
1.768433E0,4.321431E-1,-1.855880E-1,4.543978E-1,-2.164312E-1
1.801800E0,4.324321E-1,-1.850031E-1,4.545217E-1,-2.159890E-1
1.835167E0,4.327564E-1,-1.844543E-1,4.546169E-1,-2.154398E-1
1.868533E0,4.331136E-1,-1.837877E-1,4.547693E-1,-2.150356E-1
1.901900E0,4.334648E-1,-1.832105E-1,4.548951E-1,-2.145532E-1
1.935267E0,4.338563E-1,-1.825205E-1,4.549969E-1,-2.140361E-1
1.968633E0,4.341827E-1,-1.819469E-1,4.550582E-1,-2.136174E-1
2.002000E0,4.344691E-1,-1.812900E-1,4.552274E-1,-2.131316E-1
2.035367E0,4.347832E-1,-1.806590E-1,4.553507E-1,-2.126518E-1
2.068733E0,4.350988E-1,-1.800219E-1,4.554142E-1,-2.121049E-1
2.102100E0,4.353463E-1,-1.794025E-1,4.554485E-1,-2.115853E-1
2.135467E0,4.356101E-1,-1.787430E-1,4.555690E-1,-2.110187E-1
2.168833E0,4.358515E-1,-1.780846E-1,4.556352E-1,-2.105426E-1
2.202200E0,4.360420E-1,-1.773597E-1,4.556037E-1,-2.099719E-1
2.235567E0,4.362391E-1,-1.766509E-1,4.556030E-1,-2.093870E-1
2.268933E0,4.363732E-1,-1.759733E-1,4.555479E-1,-2.087945E-1
2.302300E0,4.364838E-1,-1.752640E-1,4.554539E-1,-2.081465E-1
2.335667E0,4.365801E-1,-1.745445E-1,4.553117E-1,-2.075972E-1
2.369033E0,4.366539E-1,-1.737921E-1,4.551107E-1,-2.069127E-1
2.402400E0,4.366642E-1,-1.730033E-1,4.549135E-1,-2.062482E-1
2.435767E0,4.366514E-1,-1.721624E-1,4.546549E-1,-2.054976E-1
2.469133E0,4.366291E-1,-1.712812E-1,4.544053E-1,-2.047845E-1
2.502500E0,4.365690E-1,-1.704076E-1,4.541466E-1,-2.039976E-1
2.535867E0,4.365152E-1,-1.694539E-1,4.538179E-1,-2.031607E-1
2.569233E0,4.364534E-1,-1.685070E-1,4.535536E-1,-2.022682E-1
2.602600E0,4.363532E-1,-1.675674E-1,4.532442E-1,-2.013977E-1
2.635967E0,4.361341E-1,-1.665541E-1,4.528743E-1,-2.004992E-1
2.669333E0,4.359226E-1,-1.654892E-1,4.524825E-1,-1.995551E-1
2.702700E0,4.356896E-1,-1.644219E-1,4.521590E-1,-1.985091E-1
2.736067E0,4.354741E-1,-1.633632E-1,4.517892E-1,-1.975163E-1
2.769433E0,4.351888E-1,-1.622935E-1,4.514143E-1,-1.965731E-1
2.802800E0,4.350005E-1,-1.612452E-1,4.510216E-1,-1.955322E-1
2.836167E0,4.347975E-1,-1.601657E-1,4.506101E-1,-1.945568E-1
2.869533E0,4.346154E-1,-1.591153E-1,4.501785E-1,-1.936747E-1
2.902900E0,4.343591E-1,-1.581106E-1,4.497630E-1,-1.927826E-1
2.936267E0,4.341676E-1,-1.570414E-1,4.493506E-1,-1.917712E-1
