force,angle
-0.0005,-0.0359
0.0002,0.0959
0.0009,0.0300
0.0010,-0.0359
0.0017,-0.0359
0.0014,0.0739
0.0001,-0.0359
0.0006,0.0080
0.0013,-0.0359
0.0000,0.0080
0.0007,-0.0359
0.0003,-0.0359
-0.0005,-0.0140
0.0007,0.0739
0.0021,-0.0140
0.0008,0.0520
0.0017,0.0080
0.0014,0.0300
0.0005,0.0080
0.0001,-0.0140
0.0010,-0.0140
-0.0001,-0.0359
-0.0008,0.0300
-0.0002,0.0080
0.0013,-0.0799
0.0024,-0.0579
0.0028,-0.0140
0.0018,-0.0140
0.0009,0.0300
0.0010,-0.0359
0.0025,0.0080
0.0026,0.0300
0.0030,0.0739
0.0031,0.0080
0.0012,0.0080
-0.0029,-0.0799
-0.0054,-0.0140
-0.0055,-0.0140
-0.0065,-0.0359
-0.0083,0.0300
-0.0086,0.0080
-0.0085,0.0739
-0.0073,-0.0359
-0.0062,-0.0359
-0.0068,-0.0579
-0.0092,-0.0140
-0.0106,-0.0140
-0.0101,0.0080
-0.0098,-0.0359
-0.0092,0.0300
-0.0098,-0.0579
-0.0088,-0.0140
-0.0089,-0.0359
-0.0095,-0.0140
-0.0102,-0.0579
-0.0111,0.0300
-0.0099,0.0739
-0.0105,0.0080
-0.0114,0.0080
-0.0108,-0.0140
-0.0104,-0.0799
-0.0097,0.0080
-0.0100,-0.0579
-0.0096,-0.0140
-0.0092,0.0080
-0.0087,-0.0579
-0.0080,-0.0579
-0.0096,0.0300
-0.0102,0.0300
-0.0085,-0.0359
-0.0083,0.0080
-0.0091,0.0080
-0.0089,0.0080
-0.0086,-0.0799
-0.0089,-0.0140
-0.0099,-0.1018
-0.0089,-0.0359
-0.0090,0.0300
-0.0104,0.0300
-0.0092,-0.0799
-0.0082,0.0739
-0.0092,0.0300
-0.0085,-0.0359
-0.0066,-0.0140
-0.0051,-0.0140
-0.0047,-0.0359
-0.0020,0.0520
0.0008,-0.0579
0.0037,0.0520
0.0072,0.0739
0.0140,0.3376
0.0351,0.5354
0.0982,0.7111
0.1745,0.9528
0.2440,1.1945
0.3178,1.4143
0.3905,1.5900
0.4670,1.8757
0.5476,2.1833
0.6311,2.3151
0.7150,2.6008
0.7958,2.9304
0.8723,3.1281
0.9506,3.3259
1.0292,3.5896
1.1104,3.8313
1.1913,4.0510
1.2707,4.3147
1.3517,4.5564
1.4357,4.8420
1.5223,5.1057
1.6118,5.3474
1.7044,5.6989
1.7995,5.9846
1.8955,6.2483
1.9904,6.4900
2.0847,6.7976
2.1793,7.0612
2.2721,7.3249
2.3596,7.5886
2.4447,7.8523
2.5282,8.1159
2.6105,8.4016
2.6923,8.5993
2.7726,8.8630
2.8515,9.2365
2.9329,9.4343
3.0180,9.6980
3.1042,9.9836
3.1937,10.2253
3.2857,10.5549
3.3795,10.8186
3.4737,11.1262
3.5683,11.4338
3.6610,11.7634
3.7541,12.0051
3.8452,12.3347
3.9329,12.5544
4.0166,12.8400
4.0979,13.0378
4.1782,13.3015
4.2568,13.5212
4.3377,13.8068
4.4188,14.0485
4.4974,14.3562
4.5770,14.6638
4.6588,14.8615
4.7432,15.1911
4.8311,15.5207
4.9208,15.7185
5.0098,16.0481
5.0982,16.3117
5.1869,16.6413
5.2730,16.9270
5.3570,17.1247
5.4381,17.3884
5.5164,17.6301
5.5909,17.9157
5.6624,18.1794
5.7362,18.3552
5.8088,18.7507
5.8786,18.8606
5.9517,19.1462
6.0282,19.4318
6.1067,19.6076
6.1874,19.9372
6.2702,20.3327
6.3535,20.5305
6.4366,20.8381
6.5207,21.0798
6.6056,21.3874
6.6866,21.6731
6.7631,22.0026
6.8378,22.1565
6.9078,22.4421
6.9749,22.7277
7.0415,22.9255
7.1095,23.1013
7.1772,23.3650
7.2415,23.6506
7.3031,23.8044
7.3657,24.0461
7.4286,24.3977
7.4936,24.5515
7.5666,24.8811
7.6436,25.2326
7.7228,25.3645
7.7977,25.5622
7.8590,25.6721
7.9112,25.9797
7.9652,26.2214
8.0292,26.4192
8.1041,26.4631
8.1576,26.4851
8.1619,26.5290
8.1441,26.5510
8.1603,26.5070
8.1837,26.4851
8.1826,26.5730
8.1765,26.5730
8.1787,26.6169
8.1781,26.5730
8.1790,26.5510
8.1802,26.6389
8.1831,26.5510
8.1859,26.5730
8.1708,26.5730
8.1296,26.5949
8.1086,26.5730
8.0972,26.6389
8.0910,26.5290
8.0902,26.6169
8.0900,26.5949
8.0890,26.5730
8.0873,26.5290
8.0869,26.4411
8.0870,26.5510
8.0877,26.6389
8.0882,26.5510
8.0836,26.3532
8.0476,26.1775
7.9724,25.9577
7.9046,25.8259
7.8444,25.8698
7.8121,25.8479
7.8003,25.7819
7.7984,25.8039
7.7972,25.7819
7.7862,25.6721
7.7693,25.4963
7.7400,25.2985
7.6908,25.0129
7.6366,24.8151
7.5770,24.4636
7.5085,24.2658
7.4345,24.0022
7.3577,23.8044
7.2845,23.5407
7.2187,23.3650
7.1584,23.1892
7.0989,22.9475
7.0388,22.6618
6.9750,22.4860
6.9088,22.2443
6.8423,21.9807
6.7748,21.8049
6.7078,21.4973
6.6394,21.2116
6.5626,20.7502
6.4691,20.5744
6.3698,20.2668
6.2742,19.8713
6.1777,19.4978
6.0770,19.1023
5.9658,18.7287
5.8541,18.4431
5.7520,18.1794
5.6557,17.6521
5.5575,17.3664
5.4504,16.9709
5.3414,16.5754
5.2287,16.1359
5.1067,15.6306
4.9766,15.2790
4.8431,14.6858
4.7062,14.3122
4.5703,13.8288
4.4366,13.4773
4.3083,13.0598
4.1854,12.6862
4.0640,12.3127
3.9479,12.0051
3.8404,11.6316
3.7392,11.3239
3.6416,10.8405
3.5305,10.4890
3.4060,10.1154
3.2779,9.6320
3.1510,9.2146
3.0166,8.7312
2.8807,8.4016
2.7512,7.9841
2.6243,7.6106
2.5034,7.2810
2.3924,6.9294
2.2825,6.6877
2.1831,6.4900
2.0994,6.1604
2.0157,5.9187
1.9236,5.5232
1.8249,5.2155
1.7302,4.9958
1.6423,4.6882
1.5509,4.1389
1.4295,3.8532
1.2972,3.4797
1.1757,3.1281
1.0644,2.8425
0.9588,2.4690
0.8570,2.2273
0.7556,1.9196
0.6549,1.6340
0.5639,1.3484
0.4792,1.2385
0.4065,1.1067
0.3498,0.9968
0.3070,0.9968
0.2864,1.0188
0.2787,1.0407
0.2733,0.9309
0.2700,1.0407
0.2684,1.0407
0.2680,1.0847
0.2669,0.9968
0.2650,0.9309
0.2645,0.9528
0.2653,0.9748
0.2653,0.9309
0.2638,0.9968
0.2626,0.9089
0.2615,0.9528
0.2607,0.9748
0.2598,0.9528
0.2594,0.9309
0.2594,1.0188
0.2570,0.9309
0.2553,0.9968
0.2544,0.9748
0.2547,0.9748
0.2534,0.9968
0.2537,0.9309
0.2544,0.9309
