force,angle
12.1578,-7.4425
11.9966,-7.5524
12.0209,-7.6183
12.2581,-7.7062
12.4563,-7.8600
12.6060,-7.8819
12.7715,-7.8380
12.8160,-7.7721
12.6860,-7.7281
12.6254,-7.9259
12.7346,-8.0358
12.9738,-8.1456
13.2530,-8.3214
13.4692,-8.4313
13.6576,-8.5631
13.8077,-8.7169
14.0089,-8.6510
14.1882,-9.0025
14.3036,-8.9366
14.4536,-9.2003
14.5472,-9.2882
14.6709,-9.4420
14.8539,-9.5079
14.9986,-9.6398
15.0555,-9.6178
15.1013,-9.6617
15.1213,-9.7936
15.1786,-9.9474
15.2747,-9.9474
15.3266,-10.0572
15.3910,-10.1671
15.4994,-10.3649
15.6235,-10.4967
15.7595,-10.4527
15.8069,-10.5187
15.8230,-10.4967
15.7612,-10.1012
15.3608,-9.4200
14.6305,-8.8487
13.7054,-8.3214
12.7867,-8.1017
12.1329,-7.7941
11.6743,-7.2887
11.2608,-7.0470
10.8629,-6.8712
10.4999,-6.5416
10.1927,-6.3219
9.8947,-6.3219
9.6841,-6.0802
9.4981,-5.9483
9.2573,-5.8165
9.1163,-5.7726
8.9870,-5.5968
8.7883,-5.4430
8.5024,-5.2233
8.2289,-5.1793
7.9881,-4.8937
7.7127,-4.5641
7.4015,-4.2784
7.1178,-4.0367
6.8835,-3.7071
6.5828,-3.4654
6.2136,-3.2237
5.8853,-2.9161
5.5899,-2.5426
5.1565,-2.2569
4.5719,-1.9274
4.0270,-1.7735
3.5660,-1.6417
3.0382,-1.3561
2.4351,-1.4000
1.9734,-1.3121
1.6739,-1.2462
1.5034,-1.2023
1.2571,-1.2682
1.0601,-1.1803
0.9912,-1.2242
0.9483,-1.1583
1.0030,-1.2901
1.2966,-1.3121
1.7681,-1.3121
2.2682,-1.3780
2.9225,-1.3780
3.9125,-1.5758
4.9803,-1.6637
6.0032,-1.6637
6.9644,-1.6857
7.8872,-1.8395
8.5510,-2.1471
9.0641,-2.8282
9.5111,-3.3336
10.0262,-3.7291
10.6920,-4.3224
11.3463,-4.8058
11.8653,-5.9264
12.1539,-5.7066
12.0130,-6.0582
11.7520,-6.3219
11.8451,-6.4317
12.2494,-6.1241
12.2409,-6.0143
11.7888,-6.1900
11.5407,-6.4098
11.8706,-6.5636
12.3831,-6.8273
12.7718,-7.0909
13.1657,-7.3546
13.5703,-7.6183
13.8742,-8.0358
14.1841,-8.4532
14.5413,-8.7608
14.9043,-9.0025
15.1706,-9.3102
15.4213,-9.6178
15.6944,-9.8815
15.9654,-10.1232
16.1624,-10.4308
16.3449,-10.5846
16.5139,-10.7164
16.6371,-10.8483
16.7439,-10.9801
16.8284,-11.0240
16.8723,-11.1559
16.9837,-11.3316
17.0880,-11.3756
17.1517,-11.7491
16.6628,-16.6710
12.0494,-8.1896
7.3503,-9.3321
5.9219,-9.6398
6.1249,-8.8707
6.0697,-8.5191
5.5534,-7.8819
5.4683,-6.4757
5.6439,-5.7066
5.7742,-5.6847
5.8288,-5.4210
5.8422,-5.3551
5.8955,-5.2892
5.9133,-4.9816
5.8800,-4.5641
5.9176,-4.1686
5.9820,-4.0148
6.0060,-3.7071
5.9998,-3.3116
5.9905,-3.0040
5.8500,-2.6085
5.6789,-2.1471
5.4727,-2.0152
5.3011,-2.0152
5.2652,-1.7076
5.2318,-1.2242
4.9323,-1.2242
4.5513,-0.8946
4.3205,-0.4772
4.1635,-0.3673
4.0344,-0.3893
3.9829,-0.2574
3.9448,-0.3673
3.8014,-1.4440
3.7269,-1.7076
3.7186,-0.5650
3.8669,-0.5211
4.0981,-0.4332
4.0439,-0.3453
3.6961,-0.0597
3.2830,0.2260
3.0151,0.1381
2.8295,0.2260
2.8234,0.1820
2.5678,0.3578
2.3336,-0.0816
2.1705,-0.1476
1.9817,-0.1695
1.7595,-0.1476
1.5553,-0.2574
1.2792,-0.3014
1.0576,-0.2135
0.9322,-0.1476
0.6670,0.3578
0.4495,0.7753
0.7043,0.8851
0.7467,0.8192
0.6414,0.8412
0.4028,0.8851
0.2426,1.3026
0.1800,1.7201
0.1691,1.9398
0.0965,1.9618
-0.0067,1.5004
-0.1209,0.9730
-0.3031,0.6654
-0.5322,0.6434
-0.7047,0.6654
-0.7551,0.5556
-0.7107,0.6874
-0.5219,1.3905
-0.3043,1.7641
-0.2248,1.8959
-0.1659,1.8739
-0.0619,1.9838
-0.0225,2.0058
0.0071,2.0058
0.0096,2.0058
0.0028,1.9838
0.0193,1.9838
0.0378,2.0497
0.0541,2.0058
0.0624,1.9398
0.0382,1.9838
0.0097,1.9838
-0.0140,2.0277
-0.0266,2.0277
-0.0273,2.0717
-0.0276,1.9838
-0.0276,2.0058
-0.0266,2.0277
