t,x,y
1.311782E1,,
1.313449E1,,
1.315115E1,,
1.316782E1,7.939999E-3,3.620817E-2
1.318449E1,,
1.320116E1,,
1.321783E1,,
1.323449E1,,
1.325116E1,7.755869E-3,3.589882E-2
1.326783E1,,
1.328450E1,,
1.330117E1,,
1.331783E1,,
1.333450E1,7.841198E-3,3.567401E-2
1.335117E1,,
1.336784E1,,
1.338451E1,,
1.340118E1,,
1.341784E1,7.362248E-3,3.385146E-2
1.343451E1,,
1.345118E1,,
1.346785E1,,
1.348452E1,,
1.350118E1,7.472145E-3,3.501066E-2
1.351785E1,,
1.353452E1,,
1.355119E1,,
1.356786E1,,
1.358452E1,7.603704E-3,3.487435E-2
1.360119E1,,
1.361786E1,,
1.363453E1,,
1.365120E1,,
1.366787E1,7.228311E-3,3.385384E-2
1.368453E1,,
1.370120E1,,
1.371787E1,,
1.373454E1,,
1.375121E1,7.321565E-3,3.407548E-2
1.376787E1,,
1.378454E1,,
1.380121E1,,
1.381788E1,,
1.383455E1,7.223556E-3,3.358597E-2
1.385121E1,,
1.386788E1,,
1.388455E1,,
1.390122E1,,
1.391789E1,7.225934E-3,3.371990E-2
1.393456E1,,
1.395122E1,,
1.396789E1,,
1.398456E1,,
1.400123E1,6.998743E-3,3.350064E-2
1.401790E1,,
1.403456E1,,
1.405123E1,,
1.406790E1,,
1.408457E1,6.953305E-3,3.345678E-2
1.410124E1,,
1.411790E1,,
1.413457E1,,
1.415124E1,,
1.416791E1,6.909452E-3,3.350222E-2
1.418458E1,,
1.420125E1,,
1.421791E1,,
1.423458E1,,
1.425125E1,6.346759E-3,3.199378E-2
1.426792E1,,
1.428459E1,,
1.430125E1,,
1.431792E1,,
1.433459E1,6.662448E-3,3.216682E-2
1.435126E1,,
1.436793E1,,
1.438460E1,,
1.440126E1,,
1.441793E1,6.369214E-3,3.074291E-2
1.443460E1,,
1.445127E1,,
1.446794E1,,
1.448460E1,,
1.450127E1,6.152326E-3,3.110404E-2
1.451794E1,,
1.453461E1,,
1.455128E1,,
1.456794E1,,
1.458461E1,6.421784E-3,3.118858E-2
1.460128E1,,
1.461795E1,,
1.463462E1,,
1.465129E1,,
1.466795E1,6.140438E-3,3.043436E-2
1.468462E1,,
1.470129E1,,
1.471796E1,,
1.473463E1,,
1.475129E1,5.878904E-3,3.079628E-2
1.476796E1,,
1.478463E1,,
1.480130E1,,
1.481797E1,,
1.483463E1,5.994613E-3,2.976705E-2
1.485130E1,,
1.486797E1,,
1.488464E1,,
1.490131E1,,
1.491798E1,6.002538E-3,3.021351E-2
1.493464E1,,
1.495131E1,,
1.496798E1,,
1.498465E1,,
1.500132E1,5.959478E-3,3.030359E-2
1.501798E1,,
1.503465E1,,
1.505132E1,,
1.506799E1,,
1.508466E1,5.625560E-3,2.910371E-2
1.510132E1,,
1.511799E1,,
1.513466E1,,
1.515133E1,,
1.516800E1,5.583292E-3,2.923844E-2
1.518467E1,,
1.520133E1,,
1.521800E1,,
1.523467E1,,
1.525134E1,4.965651E-3,2.715039E-2
1.526801E1,,
1.528467E1,,
1.530134E1,,
1.531801E1,,
1.533468E1,4.800541E-3,2.791254E-2
1.535135E1,,
1.536801E1,,
1.538468E1,,
1.540135E1,,
1.541802E1,4.750348E-3,2.760081E-2
1.543469E1,,
1.545136E1,,
1.546802E1,,
1.548469E1,,
1.550136E1,4.660264E-3,2.755775E-2
1.551803E1,,
1.553470E1,,
1.555136E1,,
1.556803E1,,
1.558470E1,4.794201E-3,2.755538E-2
1.560137E1,,
1.561804E1,,
1.563470E1,,
1.565137E1,,
1.566804E1,4.519987E-3,2.720297E-2
1.568471E1,,
1.570138E1,,
1.571805E1,,
1.573471E1,,
1.575138E1,4.473757E-3,2.711447E-2
1.576805E1,,
1.578472E1,,
1.580139E1,,
1.581805E1,,
1.583472E1,4.043415E-3,2.551436E-2
1.585139E1,,
1.586806E1,,
1.588473E1,,
1.590139E1,,
1.591806E1,4.190032E-3,2.622631E-2
1.593473E1,,
1.595140E1,,
1.596807E1,,
1.598474E1,,
1.600140E1,4.189240E-3,2.618166E-2
1.601807E1,,
1.603474E1,,
1.605141E1,,
1.606808E1,,
1.608474E1,3.632094E-3,2.498574E-2
1.610141E1,,
1.611808E1,,
1.613475E1,,
1.615142E1,,
1.616808E1,3.542803E-3,2.498733E-2
1.618475E1,,
1.620142E1,,
1.621809E1,,
1.623476E1,,
1.625143E1,2.850136E-3,2.370449E-2
1.626809E1,,
1.628476E1,,
1.630143E1,,
1.631810E1,,
1.633477E1,3.172958E-3,2.427934E-2
1.635143E1,,
1.636810E1,,
1.638477E1,,
1.640144E1,,
1.641811E1,3.167410E-3,2.396682E-2
1.643477E1,,
1.645144E1,,
1.646811E1,,
1.648478E1,,
1.650145E1,3.071779E-3,2.361124E-2
1.651812E1,,
1.653478E1,,
1.655145E1,,
1.656812E1,,
1.658479E1,2.983280E-3,2.365747E-2
1.660146E1,,
1.661812E1,,
1.663479E1,,
1.665146E1,,
1.666813E1,2.155883E-3,2.233237E-2
1.668480E1,,
1.670146E1,,
1.671813E1,,
1.673480E1,,
1.675147E1,2.434060E-3,2.290800E-2
1.676814E1,,
1.678481E1,,
1.680147E1,,
1.681814E1,,
1.683481E1,1.880877E-3,2.193531E-2
1.685148E1,,
1.686815E1,,
1.688481E1,,
1.690148E1,,
1.691815E1,1.564395E-3,2.171763E-2
1.693482E1,,
1.695149E1,,
1.696815E1,,
1.698482E1,,
1.700149E1,1.565980E-3,2.180692E-2
1.701816E1,,
1.703483E1,,
1.705150E1,,
1.706816E1,,
1.708483E1,1.330864E-3,2.114120E-2
1.710150E1,,
1.711817E1,,
1.713484E1,,
1.715150E1,,
1.716817E1,1.464801E-3,2.113882E-2
1.718484E1,,
1.720151E1,,
1.721818E1,,
1.723485E1,,
1.725151E1,6.405745E-4,1.999230E-2
1.726818E1,,
1.728485E1,,
1.730152E1,,
1.731819E1,,
1.733485E1,1.007250E-3,2.052171E-2
1.735152E1,,
1.736819E1,,
1.738486E1,,
1.740153E1,,
1.741819E1,9.610190E-4,2.043321E-2
1.743486E1,,
1.745153E1,,
1.746820E1,,
1.748487E1,,
1.750154E1,4.532743E-4,1.950437E-2
1.751820E1,,
1.753487E1,,
1.755154E1,,
1.756821E1,,
1.758488E1,4.987124E-4,1.954822E-2
1.760154E1,,
1.761821E1,,
1.763488E1,,
1.765155E1,,
1.766822E1,-9.249277E-4,1.734051E-2
1.768488E1,,
1.770155E1,,
1.771822E1,,
1.773489E1,,
1.775156E1,-4.124278E-4,1.853723E-2
1.776823E1,,
1.778489E1,,
1.780156E1,,
1.781823E1,,
1.783490E1,-3.270992E-4,1.831241E-2
1.785157E1,,
1.786823E1,,
1.788490E1,,
1.790157E1,,
1.791824E1,-6.562615E-4,1.738040E-2
1.793491E1,,
1.795157E1,,
1.796824E1,,
1.798491E1,,
1.800158E1,-7.798955E-4,1.796317E-2
1.801825E1,,
1.803492E1,,
1.805158E1,,
1.806825E1,,
1.808492E1,-1.157666E-3,1.680873E-2
1.810159E1,,
1.811826E1,,
1.813492E1,,
1.815159E1,,
1.816826E1,-1.012634E-3,1.743139E-2
1.818493E1,,
1.820160E1,,
1.821826E1,,
1.823493E1,,
1.825160E1,-1.011049E-3,1.752068E-2
1.826827E1,,
1.828494E1,,
1.830161E1,,
1.831827E1,,
1.833494E1,-7.439677E-4,1.747128E-2
1.835161E1,,
1.836828E1,,
1.838495E1,,
1.840161E1,,
1.841828E1,-8.763195E-4,1.756295E-2
1.843495E1,,
1.845162E1,,
1.846829E1,,
1.848495E1,,
1.850162E1,-7.870283E-4,1.756136E-2
1.851829E1,,
1.853496E1,,
1.855163E1,,
1.856830E1,,
1.858496E1,-7.407976E-4,1.764986E-2
1.860163E1,,
1.861830E1,,
1.863497E1,,
1.865164E1,,
1.866830E1,-6.546765E-4,1.746969E-2
1.868497E1,,
1.870164E1,,
1.871831E1,,
1.873498E1,,
1.875164E1,-6.961520E-4,1.764907E-2
1.876831E1,,
1.878498E1,,
1.880165E1,,
1.881832E1,,
1.883499E1,-5.606301E-4,1.773598E-2
1.885165E1,,
1.886832E1,,
1.888499E1,,
1.890166E1,,
1.891833E1,-7.400051E-4,1.769451E-2
1.893499E1,,
1.895166E1,,
1.896833E1,,
1.898500E1,,
1.900167E1,-6.499213E-4,1.773757E-2
1.901833E1,,
1.903500E1,,
1.905167E1,,
1.906834E1,,
1.908501E1,-8.261262E-4,1.787468E-2
1.910168E1,,
1.911834E1,,
1.913501E1,,
1.915168E1,,
1.916835E1,-6.451662E-4,1.800544E-2
1.918502E1,,
1.920168E1,,
1.921835E1,,
1.923502E1,,
1.925169E1,-7.320798E-4,1.814096E-2
1.926836E1,,
1.928502E1,,
1.930169E1,,
1.931836E1,,
1.933503E1,-6.898118E-4,1.800623E-2
1.935170E1,,
1.936837E1,,
1.938503E1,,
1.940170E1,,
1.941837E1,-7.783105E-4,1.805246E-2
1.943504E1,,
1.945171E1,,
1.946837E1,,
1.948504E1,,
1.950171E1,-8.269187E-4,1.783003E-2
1.951838E1,,
1.953505E1,,
1.955171E1,,
1.956838E1,,
1.958505E1,-6.483363E-4,1.782686E-2
