t,Ax,Ay,Bx,By
0.000000E0,1.540258E-1,-4.465799E-2,1.796907E-1,-7.338529E-2
3.336667E-2,1.540797E-1,-4.460249E-2,1.797335E-1,-7.327143E-2
6.673333E-2,1.541803E-1,-4.447251E-2,1.797795E-1,-7.315506E-2
1.001000E-1,1.542540E-1,-4.430129E-2,1.798170E-1,-7.294824E-2
1.334667E-1,1.544044E-1,-4.392859E-2,1.798215E-1,-7.279910E-2
1.668333E-1,1.546447E-1,-4.376812E-2,1.798613E-1,-7.269629E-2
2.002000E-1,1.548888E-1,-4.334152E-2,1.799051E-1,-7.240967E-2
2.335667E-1,1.550869E-1,-4.311642E-2,1.800978E-1,-7.222826E-2
2.669333E-1,1.554014E-1,-4.258747E-2,1.802082E-1,-7.198539E-2
3.003000E-1,1.556612E-1,-4.227955E-2,1.803366E-1,-7.171423E-2
3.336667E-1,1.559741E-1,-4.185984E-2,1.805341E-1,-7.142714E-2
3.670333E-1,1.563055E-1,-4.145490E-2,1.806186E-1,-7.117016E-2
4.004000E-1,1.566837E-1,-4.094853E-2,1.808029E-1,-7.086551E-2
4.337667E-1,1.569894E-1,-4.053464E-2,1.810360E-1,-7.063965E-2
4.671333E-1,1.573162E-1,-4.012128E-2,1.812096E-1,-7.026127E-2
5.005000E-1,1.576885E-1,-3.968152E-2,1.814280E-1,-6.992991E-2
5.338667E-1,1.580813E-1,-3.922530E-2,1.815741E-1,-6.964484E-2
5.672333E-1,1.584880E-1,-3.880641E-2,1.818580E-1,-6.931600E-2
6.006000E-1,1.589000E-1,-3.828529E-2,1.820096E-1,-6.897548E-2
6.339667E-1,1.592656E-1,-3.784637E-2,1.822456E-1,-6.856961E-2
6.673333E-1,1.596923E-1,-3.731700E-2,1.823495E-1,-6.823645E-2
7.007000E-1,1.600707E-1,-3.669796E-2,1.825307E-1,-6.781399E-2
7.340667E-1,1.604308E-1,-3.617889E-2,1.826705E-1,-6.737265E-2
7.674333E-1,1.608620E-1,-3.550464E-2,1.827998E-1,-6.684355E-2
8.008000E-1,1.612252E-1,-3.484684E-2,1.829370E-1,-6.638992E-2
8.341667E-1,1.615148E-1,-3.418058E-2,1.830545E-1,-6.586310E-2
8.675333E-1,1.617792E-1,-3.351250E-2,1.831188E-1,-6.532311E-2
9.009000E-1,1.621036E-1,-3.281165E-2,1.831845E-1,-6.473439E-2
9.342667E-1,1.623867E-1,-3.205365E-2,1.832333E-1,-6.411061E-2
9.676333E-1,1.626710E-1,-3.133198E-2,1.833171E-1,-6.349286E-2
1.001000E0,1.629161E-1,-3.057228E-2,1.833782E-1,-6.283003E-2
1.034367E0,1.631510E-1,-2.975850E-2,1.833875E-1,-6.213578E-2
1.067733E0,1.633511E-1,-2.897577E-2,1.833670E-1,-6.145314E-2
1.101100E0,1.635252E-1,-2.813931E-2,1.833206E-1,-6.075399E-2
1.134467E0,1.636402E-1,-2.729862E-2,1.832510E-1,-5.998428E-2
1.167833E0,1.637685E-1,-2.643589E-2,1.831279E-1,-5.927132E-2
1.201200E0,1.638870E-1,-2.557388E-2,1.829499E-1,-5.850912E-2
1.234567E0,1.639493E-1,-2.469942E-2,1.828010E-1,-5.774564E-2
1.267933E0,1.639662E-1,-2.376139E-2,1.826313E-1,-5.690748E-2
1.301300E0,1.640177E-1,-2.272843E-2,1.824057E-1,-5.606148E-2
1.334667E0,1.640089E-1,-2.174845E-2,1.821894E-1,-5.523247E-2
1.368033E0,1.639336E-1,-2.074740E-2,1.819194E-1,-5.435742E-2
1.401400E0,1.639023E-1,-1.967811E-2,1.815875E-1,-5.342446E-2
1.434767E0,1.638883E-1,-1.859794E-2,1.813247E-1,-5.253911E-2
1.468133E0,1.638227E-1,-1.758681E-2,1.809840E-1,-5.156536E-2
1.501500E0,1.637376E-1,-1.644971E-2,1.806098E-1,-5.059733E-2
1.534867E0,1.636322E-1,-1.539611E-2,1.802428E-1,-4.960048E-2
1.568233E0,1.634054E-1,-1.425590E-2,1.798008E-1,-4.853641E-2
1.601600E0,1.632363E-1,-1.308010E-2,1.793767E-1,-4.754575E-2
1.634967E0,1.629859E-1,-1.192565E-2,1.788905E-1,-4.644989E-2
1.668333E0,1.627760E-1,-1.079242E-2,1.784213E-1,-4.545490E-2
1.701700E0,1.624447E-1,-9.681668E-3,1.779493E-1,-4.443110E-2
1.735067E0,1.622242E-1,-8.545572E-3,1.774658E-1,-4.336523E-2
1.768433E0,1.619590E-1,-7.382094E-3,1.770049E-1,-4.237576E-2
1.801800E0,1.616603E-1,-6.327311E-3,1.765051E-1,-4.138061E-2
