force,angle
2.7647,-10.6493
2.7533,-10.3636
2.7419,-10.0340
2.7303,-9.8363
2.7193,-9.5287
2.7087,-9.2211
2.6965,-9.1771
2.6861,-9.0233
2.6763,-8.7816
2.6682,-8.5619
2.6605,-8.4081
2.6512,-8.0785
2.6417,-7.8368
2.6317,-7.7489
2.6210,-7.4852
2.6109,-7.2655
2.6006,-7.0897
2.5895,-6.7821
2.5778,-6.4745
2.5664,-6.1888
2.5565,-6.0130
2.5448,-5.8812
2.5343,-5.6835
2.5262,-5.2440
2.5142,-4.8924
2.4969,-4.6947
2.4796,-4.6068
2.4678,-4.4530
2.4595,-4.3212
2.4534,-4.1014
2.4457,-3.9256
2.4374,-3.6400
2.4279,-3.3983
2.4135,-3.1786
2.3966,-3.0687
2.3811,-2.9149
2.3701,-2.8050
2.3610,-2.6512
2.3506,-2.6073
2.3423,-2.3876
2.3351,-2.3436
2.3283,-2.1678
2.3173,-2.0360
2.3076,-1.9701
2.2988,-1.7943
2.2890,-1.7504
2.2773,-1.4867
2.2630,-1.4647
2.2463,-1.3329
2.2286,-1.1571
2.2195,-1.0692
2.2077,-0.9154
2.1786,-0.8275
2.1396,-0.7396
2.1004,-0.6957
2.0586,-0.6078
1.9982,-0.5199
1.9184,-0.6078
1.8311,-0.5199
1.7271,-0.3880
1.6062,-0.4100
1.4798,-0.4320
1.3119,-0.3002
1.0747,-0.3002
0.8684,-0.3441
0.7059,-0.2123
0.5812,-0.2562
0.5042,-0.2782
0.4406,-0.2782
0.3843,-0.1903
0.3413,-0.2342
0.2817,-0.1244
0.2173,-0.2123
0.1700,-0.2342
0.1207,-0.2342
0.0903,-0.1903
0.0847,-0.2342
0.0852,-0.1244
0.0851,-0.1903
0.0846,-0.1903
0.0840,-0.2123
0.0832,-0.1683
0.0824,-0.1903
0.0810,-0.1244
0.0791,-0.2123
0.0800,-0.2123
0.0805,-0.1683
0.0820,-0.2123
0.1052,-0.1463
0.1916,-0.2562
0.3263,-0.2342
0.4965,-0.1244
0.7638,-0.1903
1.1273,-0.2342
1.5027,-0.2562
1.8058,-0.1683
2.0677,-0.3221
2.2615,-0.6517
2.3239,-1.1131
2.3644,-1.3329
2.3973,-1.7943
2.4254,-2.1459
2.4438,-2.3876
2.4592,-2.5853
2.4744,-2.9588
2.4846,-3.3324
2.4899,-3.4862
2.5003,-3.6400
2.5132,-4.1014
2.5252,-4.4530
2.5396,-4.6288
2.5557,-4.8924
2.5682,-5.3319
2.5779,-5.7494
2.5908,-6.0350
2.6067,-6.2767
2.6226,-6.5624
2.6375,-6.6942
2.6504,-7.0458
2.6619,-7.1996
2.6699,-7.4852
2.6805,-7.8368
2.6910,-8.2982
2.7040,-8.6058
2.7206,-8.6937
2.7350,-8.9574
2.7445,-9.1551
2.7540,-9.4188
2.7650,-9.7704
2.7766,-9.9462
2.7880,-10.1879
2.8003,-10.5394
2.8115,-10.8690
2.8239,-11.4842
2.8392,-12.1434
2.8613,-12.2533
2.8824,-12.4071
2.8945,-12.5829
2.9043,-12.6708
2.9151,-12.8685
2.9220,-12.9564
2.9273,-13.1322
2.9336,-13.2421
2.9405,-13.3299
2.9455,-13.5716
2.9533,-13.8133
2.9629,-14.0770
2.9758,-14.1869
2.9865,-14.4066
2.9954,-14.4945
