force,angle
1.9727,-0.4170
2.6710,-0.5049
3.3965,-0.5268
4.1009,-0.7026
4.7922,-0.9223
5.3876,-0.9883
5.8746,-1.0762
6.2427,-1.2959
6.5337,-1.6255
6.7846,-2.1089
6.9837,-2.3066
7.1531,-2.7241
7.3017,-3.2295
7.4343,-3.5151
7.5654,-4.0644
7.6745,-4.4380
7.7695,-5.0312
7.8676,-5.3389
7.9683,-5.8882
8.0562,-6.2178
8.1507,-6.5254
8.2358,-6.9868
8.3227,-7.3823
8.4157,-7.8437
8.5106,-8.3711
8.6120,-8.8545
8.7131,-9.1841
8.8076,-9.5576
8.8958,-9.9971
8.9802,-10.2827
9.0708,-10.6782
9.1539,-11.0078
9.2407,-11.3154
9.3253,-11.9306
9.4121,-12.1943
9.5043,-12.4140
9.5876,-12.8535
9.6673,-13.2270
9.7410,-13.5347
9.8100,-13.9082
9.8925,-14.2158
9.9827,-14.3257
10.0647,-14.5234
10.1261,-14.7431
10.1833,-15.0947
10.2430,-15.1826
10.3026,-15.4463
10.3568,-15.6660
10.4082,-15.8418
10.4527,-16.0835
10.4986,-16.2153
10.5431,-16.3472
10.5902,-16.4131
10.6610,-16.5889
10.7158,-16.7207
10.7661,-16.7646
10.8225,-16.8745
10.8745,-16.9624
10.9240,-16.8965
10.9620,-16.9624
11.0017,-17.0503
11.0391,-17.1601
11.0610,-17.0722
11.0651,-17.0063
11.0409,-16.9184
10.9809,-16.9404
10.9394,-16.9844
10.9126,-16.9404
10.8947,-16.9184
10.8851,-16.9404
10.8778,-16.9184
10.8535,-16.6767
10.8119,-16.6987
10.7487,-16.4790
10.6695,-16.4570
10.5952,-16.3911
10.5251,-16.2373
10.4595,-16.1274
10.4075,-15.9736
10.3503,-15.9077
10.2927,-15.7099
10.2432,-15.5122
10.1952,-15.4023
10.1444,-15.1826
10.1010,-15.2485
10.0687,-15.0068
10.0395,-14.8310
10.0036,-14.6553
9.9581,-14.4355
9.9072,-14.1499
9.8494,-14.1059
9.7982,-13.9521
9.7592,-13.7544
9.7178,-13.6006
9.6715,-13.4028
9.6260,-13.1611
9.5698,-12.9414
9.5129,-12.8535
9.4655,-12.6118
9.4207,-12.3921
9.3725,-12.1723
9.3160,-11.7768
9.2568,-11.5791
9.1901,-11.3594
9.1175,-11.1616
9.0512,-10.7881
8.9889,-10.5464
8.9252,-10.1728
8.8557,-9.8872
8.7762,-9.3818
8.6991,-9.2280
8.6160,-9.0303
8.5442,-8.6787
8.4824,-8.2173
8.4035,-7.6240
8.3070,-7.3603
8.2050,-7.0088
8.1240,-6.7890
8.0431,-6.3496
7.9623,-6.0639
7.8776,-5.5805
7.7846,-5.3389
7.6894,-5.0093
7.5964,-4.5259
7.4919,-4.1304
7.3647,-3.7129
7.2418,-3.3613
7.1227,-3.1196
6.9959,-2.9219
6.8663,-2.6802
6.7486,-2.5483
6.6495,-2.3725
6.5346,-2.1748
6.3788,-2.0430
6.2047,-1.8891
6.0751,-1.7134
5.9193,-1.6035
5.7088,-1.4717
5.4650,-1.3398
5.1390,-1.2519
4.7837,-1.3398
4.4071,-1.1860
3.9661,-1.0762
3.4577,-1.0981
2.9852,-1.0762
2.5179,-0.9443
2.0717,-0.7685
1.6916,-0.3950
1.2722,-0.3730
0.8867,-0.3730
0.6631,-0.2851
0.5531,-0.3950
0.4967,-0.3071
0.4672,-0.3071
0.4601,-0.2412
0.5043,-0.2851
0.5946,-0.3071
0.7586,-0.3950
1.1041,-0.4170
1.7646,-0.5049
2.6109,-0.5928
3.3855,-0.6147
4.1693,-0.7685
4.9344,-1.0542
5.6005,-1.2519
6.0934,-1.4277
6.4347,-1.6035
6.6999,-1.8672
6.8844,-2.1308
7.0037,-2.3286
7.0992,-2.6362
7.2068,-3.1416
7.3186,-3.5151
7.4405,-4.0644
7.5692,-4.5039
7.6970,-4.7895
7.8058,-5.2290
7.8910,-5.7344
7.9791,-6.0639
8.0678,-6.6792
8.1547,-7.0088
8.2514,-7.2285
8.3400,-7.7778
8.4159,-8.3052
8.5030,-8.7446
8.6111,-9.3159
8.7257,-9.7114
8.8326,-10.1289
8.9319,-10.5464
9.0318,-11.0517
9.1394,-11.5351
9.2495,-11.9526
