t,Ax,Ay,Bx,By
0.000000E0,1.586223E-1,-6.916402E-2,1.863992E-1,-9.584110E-2
3.336667E-2,1.586388E-1,-6.918690E-2,1.863715E-1,-9.579980E-2
6.673333E-2,1.585636E-1,-6.920070E-2,1.863509E-1,-9.577235E-2
1.001000E-1,1.586697E-1,-6.920887E-2,1.864157E-1,-9.574757E-2
1.334667E-1,1.585870E-1,-6.915477E-2,1.863960E-1,-9.577822E-2
1.668333E-1,1.585987E-1,-6.924426E-2,1.864802E-1,-9.570087E-2
2.002000E-1,1.585900E-1,-6.913951E-2,1.864085E-1,-9.581779E-2
2.335667E-1,1.586515E-1,-6.919591E-2,1.864264E-1,-9.575861E-2
2.669333E-1,1.586890E-1,-6.913510E-2,1.864540E-1,-9.585869E-2
3.003000E-1,1.586950E-1,-6.916624E-2,1.864566E-1,-9.590916E-2
3.336667E-1,1.587481E-1,-6.921117E-2,1.864105E-1,-9.591008E-2
3.670333E-1,1.585867E-1,-6.913886E-2,1.864373E-1,-9.577188E-2
4.004000E-1,1.586614E-1,-6.918548E-2,1.863970E-1,-9.578411E-2
4.337667E-1,1.586427E-1,-6.917921E-2,1.864199E-1,-9.568766E-2
4.671333E-1,1.586431E-1,-6.919176E-2,1.864727E-1,-9.583106E-2
5.005000E-1,1.587602E-1,-6.911871E-2,1.864190E-1,-9.577216E-2
5.338667E-1,1.587896E-1,-6.913702E-2,1.864166E-1,-9.584576E-2
5.672333E-1,1.587117E-1,-6.909338E-2,1.863969E-1,-9.576575E-2
6.006000E-1,1.586981E-1,-6.912231E-2,1.864517E-1,-9.575441E-2
6.339667E-1,1.586696E-1,-6.917293E-2,1.864597E-1,-9.577254E-2
6.673333E-1,1.586719E-1,-6.918348E-2,1.864112E-1,-9.582295E-2
7.007000E-1,1.587174E-1,-6.919575E-2,1.864287E-1,-9.571378E-2
7.340667E-1,1.586554E-1,-6.914234E-2,1.864463E-1,-9.582020E-2
7.674333E-1,1.586759E-1,-6.912920E-2,1.864999E-1,-9.574893E-2
8.008000E-1,1.587649E-1,-6.914758E-2,1.864470E-1,-9.583262E-2
8.341667E-1,1.587058E-1,-6.913153E-2,1.863979E-1,-9.573714E-2
8.675333E-1,1.587107E-1,-6.918086E-2,1.864243E-1,-9.588641E-2
9.009000E-1,1.586179E-1,-6.923062E-2,1.864069E-1,-9.581432E-2
9.342667E-1,1.586218E-1,-6.912610E-2,1.863821E-1,-9.576568E-2
9.676333E-1,1.587171E-1,-6.914543E-2,1.864013E-1,-9.581722E-2
1.001000E0,1.588773E-1,-6.910654E-2,1.864131E-1,-9.576086E-2
1.034367E0,1.587454E-1,-6.908244E-2,1.864157E-1,-9.572265E-2
1.067733E0,1.588179E-1,-6.902364E-2,1.864975E-1,-9.571259E-2
1.101100E0,1.587676E-1,-6.907428E-2,1.864981E-1,-9.568905E-2
1.134467E0,1.587635E-1,-6.903449E-2,1.863847E-1,-9.574557E-2
1.167833E0,1.588675E-1,-6.906631E-2,1.864070E-1,-9.552105E-2
1.201200E0,1.590849E-1,-6.905976E-2,1.864037E-1,-9.563038E-2
1.234567E0,1.590895E-1,-6.902580E-2,1.864624E-1,-9.547660E-2
1.267933E0,1.590952E-1,-6.898044E-2,1.865007E-1,-9.549697E-2
1.301300E0,1.591207E-1,-6.883142E-2,1.865361E-1,-9.541774E-2
1.334667E0,1.590931E-1,-6.866602E-2,1.864377E-1,-9.532041E-2
1.368033E0,1.592728E-1,-6.870230E-2,1.866278E-1,-9.546051E-2
1.401400E0,1.592041E-1,-6.847586E-2,1.865520E-1,-9.526360E-2
1.434767E0,1.593781E-1,-6.848786E-2,1.865674E-1,-9.537181E-2
1.468133E0,1.594354E-1,-6.833863E-2,1.866656E-1,-9.535539E-2
1.501500E0,1.594391E-1,-6.828603E-2,1.866531E-1,-9.536789E-2
1.534867E0,1.596129E-1,-6.826748E-2,1.867017E-1,-9.534038E-2
1.568233E0,1.595502E-1,-6.813759E-2,1.865930E-1,-9.510925E-2
1.601600E0,1.597397E-1,-6.808920E-2,1.866426E-1,-9.521307E-2
1.634967E0,1.597776E-1,-6.790811E-2,1.867255E-1,-9.507447E-2
1.668333E0,1.599501E-1,-6.784019E-2,1.867553E-1,-9.501907E-2
1.701700E0,1.599680E-1,-6.785406E-2,1.868171E-1,-9.493481E-2
1.735067E0,1.599479E-1,-6.754341E-2,1.868675E-1,-9.491941E-2
1.768433E0,1.600093E-1,-6.730943E-2,1.868188E-1,-9.493796E-2
1.801800E0,1.600102E-1,-6.730336E-2,1.869631E-1,-9.469108E-2
1.835167E0,1.601656E-1,-6.717545E-2,1.869289E-1,-9.488865E-2
1.868533E0,1.603578E-1,-6.702693E-2,1.869720E-1,-9.475486E-2
1.901900E0,1.604599E-1,-6.710698E-2,1.871714E-1,-9.444789E-2
1.935267E0,1.605750E-1,-6.698976E-2,1.872378E-1,-9.443222E-2
1.968633E0,1.607207E-1,-6.676870E-2,1.871920E-1,-9.429227E-2
2.002000E0,1.606302E-1,-6.662532E-2,1.873042E-1,-9.430410E-2
2.035367E0,1.607623E-1,-6.643519E-2,1.873225E-1,-9.418563E-2
2.068733E0,1.609778E-1,-6.625218E-2,1.877457E-1,-9.415787E-2
2.102100E0,1.611128E-1,-6.607596E-2,1.874799E-1,-9.386499E-2
2.135467E0,1.612350E-1,-6.608462E-2,1.876167E-1,-9.365240E-2
2.168833E0,1.614813E-1,-6.588202E-2,1.878106E-1,-9.364316E-2
2.202200E0,1.614561E-1,-6.584476E-2,1.880927E-1,-9.348535E-2
2.235567E0,1.617590E-1,-6.546833E-2,1.881158E-1,-9.326489E-2
2.268933E0,1.619272E-1,-6.524305E-2,1.879866E-1,-9.309504E-2
2.302300E0,1.619146E-1,-6.515700E-2,1.880306E-1,-9.299937E-2
2.335667E0,1.621305E-1,-6.502516E-2,1.883122E-1,-9.296723E-2
2.369033E0,1.622779E-1,-6.475682E-2,1.885686E-1,-9.292380E-2
2.402400E0,1.625082E-1,-6.456591E-2,1.884831E-1,-9.279416E-2
2.435767E0,1.625854E-1,-6.424800E-2,1.885487E-1,-9.259675E-2
2.469133E0,1.628303E-1,-6.412567E-2,1.888761E-1,-9.251253E-2
2.502500E0,1.630329E-1,-6.395790E-2,1.888210E-1,-9.258559E-2
2.535867E0,1.633197E-1,-6.379311E-2,1.888310E-1,-9.219392E-2
2.569233E0,1.635699E-1,-6.355089E-2,1.890041E-1,-9.208677E-2
2.602600E0,1.638020E-1,-6.325178E-2,1.894209E-1,-9.201713E-2
2.635967E0,1.638630E-1,-6.290861E-2,1.894445E-1,-9.178555E-2
2.669333E0,1.640991E-1,-6.285261E-2,1.895828E-1,-9.154401E-2
2.702700E0,1.641401E-1,-6.257547E-2,1.894269E-1,-9.158567E-2
2.736067E0,1.642931E-1,-6.224190E-2,1.897274E-1,-9.113982E-2
2.769433E0,1.646811E-1,-6.211107E-2,1.897032E-1,-9.115468E-2
2.802800E0,1.646632E-1,-6.180404E-2,1.900041E-1,-9.093456E-2
2.836167E0,1.650514E-1,-6.167927E-2,1.901532E-1,-9.074771E-2
2.869533E0,1.653283E-1,-6.159685E-2,1.903383E-1,-9.073231E-2
2.902900E0,1.653383E-1,-6.146461E-2,1.904709E-1,-9.057813E-2
2.936267E0,1.656012E-1,-6.125991E-2,1.902792E-1,-9.067564E-2
2.969633E0,1.659191E-1,-6.105756E-2,1.904779E-1,-9.071215E-2
3.003000E0,1.661725E-1,-6.097112E-2,1.908999E-1,-9.066535E-2
3.036367E0,1.664318E-1,-6.085530E-2,1.906892E-1,-9.061187E-2
3.069733E0,1.666315E-1,-6.062546E-2,1.914157E-1,-9.055964E-2
3.103100E0,1.668471E-1,-6.055772E-2,1.911985E-1,-9.067278E-2
3.136467E0,1.670766E-1,-6.041931E-2,1.914209E-1,-9.064661E-2
3.169833E0,1.675066E-1,-6.045730E-2,1.915601E-1,-9.051531E-2
3.203200E0,1.676586E-1,-6.021649E-2,1.915674E-1,-9.051395E-2
3.236567E0,1.678564E-1,-6.004083E-2,1.919316E-1,-9.018669E-2
3.269933E0,1.680011E-1,-5.988746E-2,1.918966E-1,-9.024302E-2
3.303300E0,1.683891E-1,-5.972725E-2,1.924765E-1,-8.975545E-2
3.336667E0,1.687671E-1,-5.962793E-2,1.928254E-1,-8.970746E-2
3.370033E0,1.689737E-1,-5.922276E-2,1.929030E-1,-8.967720E-2
3.403400E0,1.691147E-1,-5.901217E-2,1.929888E-1,-8.946098E-2
3.436767E0,1.696012E-1,-5.885058E-2,1.933052E-1,-8.891736E-2
3.470133E0,1.697310E-1,-5.861031E-2,1.933373E-1,-8.886503E-2
3.503500E0,1.701268E-1,-5.840258E-2,1.936880E-1,-8.889550E-2
3.536867E0,1.702663E-1,-5.829883E-2,1.934954E-1,-8.870403E-2
3.570233E0,1.705648E-1,-5.816337E-2,1.935538E-1,-8.873717E-2
3.603600E0,1.708235E-1,-5.789665E-2,1.941285E-1,-8.877046E-2
3.636967E0,1.710403E-1,-5.778487E-2,1.942299E-1,-8.865560E-2
3.670333E0,1.713369E-1,-5.738074E-2,1.943894E-1,-8.815999E-2
3.703700E0,1.717420E-1,-5.705953E-2,1.949517E-1,-8.799647E-2
3.737067E0,1.721571E-1,-5.694221E-2,1.949656E-1,-8.790754E-2
3.770433E0,1.722989E-1,-5.675429E-2,1.954582E-1,-8.780803E-2
3.803800E0,1.726485E-1,-5.665341E-2,1.956335E-1,-8.738804E-2
3.837167E0,1.729001E-1,-5.646678E-2,1.957345E-1,-8.730033E-2
3.870533E0,1.730973E-1,-5.617654E-2,1.959026E-1,-8.728039E-2
3.903900E0,1.735038E-1,-5.607636E-2,1.964225E-1,-8.714936E-2
3.937267E0,1.736911E-1,-5.582882E-2,1.964820E-1,-8.720132E-2
3.970633E0,1.740095E-1,-5.571826E-2,1.965976E-1,-8.721483E-2
4.004000E0,1.745410E-1,-5.571732E-2,1.966636E-1,-8.708737E-2
4.037367E0,1.747588E-1,-5.566429E-2,1.968078E-1,-8.712219E-2
4.070733E0,1.750008E-1,-5.530079E-2,1.968970E-1,-8.705116E-2
4.104100E0,1.752705E-1,-5.507975E-2,1.976432E-1,-8.656969E-2
4.137467E0,1.757492E-1,-5.490957E-2,1.978165E-1,-8.654713E-2
4.170833E0,1.759478E-1,-5.474591E-2,1.979773E-1,-8.648464E-2
4.204200E0,1.763902E-1,-5.486107E-2,1.980742E-1,-8.646784E-2
4.237567E0,1.765625E-1,-5.489960E-2,1.983839E-1,-8.644565E-2
4.270933E0,1.767405E-1,-5.479695E-2,1.987463E-1,-8.646008E-2
