t,Ax,Ay,Bx,By
0.000000E0,4.056445E-1,-2.061055E-1,4.307380E-1,-2.353908E-1
3.336667E-2,4.059576E-1,-2.056864E-1,4.308938E-1,-2.351767E-1
6.673333E-2,4.063093E-1,-2.052330E-1,4.309610E-1,-2.348556E-1
1.001000E-1,4.065743E-1,-2.047645E-1,4.311025E-1,-2.345939E-1
1.334667E-1,4.069563E-1,-2.042928E-1,4.313092E-1,-2.343151E-1
1.668333E-1,4.073187E-1,-2.038475E-1,4.314142E-1,-2.339337E-1
2.002000E-1,4.076897E-1,-2.033802E-1,4.316056E-1,-2.336772E-1
2.335667E-1,4.080361E-1,-2.029458E-1,4.317813E-1,-2.333329E-1
2.669333E-1,4.083876E-1,-2.024302E-1,4.319860E-1,-2.328968E-1
3.003000E-1,4.087878E-1,-2.019334E-1,4.322197E-1,-2.326180E-1
3.336667E-1,4.091966E-1,-2.014430E-1,4.323983E-1,-2.322128E-1
3.670333E-1,4.096216E-1,-2.009441E-1,4.326461E-1,-2.319019E-1
4.004000E-1,4.100544E-1,-2.004610E-1,4.327771E-1,-2.314450E-1
4.337667E-1,4.104824E-1,-1.999183E-1,4.329848E-1,-2.310203E-1
4.671333E-1,4.109243E-1,-1.992817E-1,4.331701E-1,-2.305352E-1
5.005000E-1,4.113724E-1,-1.986695E-1,4.333435E-1,-2.300095E-1
5.338667E-1,4.118398E-1,-1.980566E-1,4.335432E-1,-2.295653E-1
5.672333E-1,4.122389E-1,-1.973768E-1,4.336841E-1,-2.290492E-1
6.006000E-1,4.126833E-1,-1.967580E-1,4.338007E-1,-2.285485E-1
6.339667E-1,4.129781E-1,-1.960520E-1,4.339847E-1,-2.280332E-1
6.673333E-1,4.133450E-1,-1.953609E-1,4.340977E-1,-2.274798E-1
7.007000E-1,4.136466E-1,-1.946679E-1,4.342418E-1,-2.269748E-1
7.340667E-1,4.140001E-1,-1.939891E-1,4.343472E-1,-2.263771E-1
7.674333E-1,4.142505E-1,-1.932368E-1,4.344429E-1,-2.257764E-1
8.008000E-1,4.145758E-1,-1.925456E-1,4.344531E-1,-2.252234E-1
8.341667E-1,4.148523E-1,-1.918207E-1,4.344832E-1,-2.246687E-1
8.675333E-1,4.151154E-1,-1.911251E-1,4.344542E-1,-2.240100E-1
9.009000E-1,4.152876E-1,-1.903158E-1,4.344173E-1,-2.233449E-1
9.342667E-1,4.154725E-1,-1.894930E-1,4.343930E-1,-2.226958E-1
9.676333E-1,4.156581E-1,-1.886413E-1,4.343034E-1,-2.219631E-1
1.001000E0,4.157605E-1,-1.878694E-1,4.342298E-1,-2.211913E-1
1.034367E0,4.158698E-1,-1.869657E-1,4.341163E-1,-2.204767E-1
1.067733E0,4.158910E-1,-1.860794E-1,4.339325E-1,-2.196626E-1
1.101100E0,4.160167E-1,-1.851582E-1,4.337644E-1,-2.187776E-1
1.134467E0,4.160490E-1,-1.842352E-1,4.335539E-1,-2.179349E-1
1.167833E0,4.160478E-1,-1.832370E-1,4.333085E-1,-2.171007E-1
1.201200E0,4.160297E-1,-1.822600E-1,4.330646E-1,-2.162076E-1
1.234567E0,4.160036E-1,-1.812375E-1,4.327804E-1,-2.152814E-1
1.267933E0,4.159529E-1,-1.801715E-1,4.324321E-1,-2.143836E-1
1.301300E0,4.158707E-1,-1.790288E-1,4.321321E-1,-2.133993E-1
1.334667E0,4.156769E-1,-1.778899E-1,4.317125E-1,-2.124213E-1
1.368033E0,4.155019E-1,-1.767724E-1,4.313333E-1,-2.112948E-1
1.401400E0,4.153278E-1,-1.755963E-1,4.308787E-1,-2.102137E-1
1.434767E0,4.150848E-1,-1.744525E-1,4.303908E-1,-2.091786E-1
1.468133E0,4.148407E-1,-1.733121E-1,4.299279E-1,-2.081490E-1
1.501500E0,4.145903E-1,-1.721256E-1,4.294732E-1,-2.070529E-1
1.534867E0,4.142860E-1,-1.710155E-1,4.289443E-1,-2.060386E-1
1.568233E0,4.139626E-1,-1.698745E-1,4.284345E-1,-2.049157E-1
1.601600E0,4.136658E-1,-1.687496E-1,4.279795E-1,-2.038590E-1
1.634967E0,4.133969E-1,-1.675716E-1,4.275434E-1,-2.027806E-1
1.668333E0,4.131437E-1,-1.663557E-1,4.271298E-1,-2.016317E-1
